customer_id,name,dob,age,city,phone,email,annual_income,household_size,signup_date
C001054,Sahil Chandra,1981-04-30,44,Lucknow,(618) 377-6907,sahil.chandra.1054@example.in,576000.0,7.0,2024-02-22
C001055,Arjun Banerjee,1986-12-03,39,Lucknow,91-738-417-2689,arjun.banerjee.1055@example.in,1871600.0,2.0,2023-07-08
C001056,Meera Jain,1988-01-10,37,Pune,8741519189,meera.jain.1056@example.in,673800.0,5.0,2018-08-30
C001057,Diya Patel,1996-01-24,29,Kochi,7693963549,diya.patel.1057@example.in,1005400.0,4.0,2019-12-03
C001058,Kavya Patel,1968-09-01,57,Delhi,6225643585,kavya.patel.1058@example.in,620700.0,4.0,2015-07-23
C001059,Nisha Sinha,1980-02-04,45,Bengaluru,9686041282,nisha.sinha.1059@example.in,2222500.0,6.0,2025-11-20
C001060,Kabir Khan,1978-09-17,47,Kolkata,6140571805,kabir.khan.1060@example.in,289500.0,,2025-04-29
C001061,Varun Mukherjee,1979-03-16,46,Bengaluru,9634972508,varun.mukherjee.1061@example.in,651000.0,2.0,2015-12-28
C001062,Pranav Chandra,2003-10-19,22,Bengaluru,7042803738,pranav.chandra.1062@example.in,607400.0,1.0,2018-12-15
C001063,Ishita Sinha,1952-08-02,73,Mumbai,9157243340,ishita.sinha.1063@example.in,1705100.0,7.0,2023-04-29
C001064,Priya Sinha,1967-12-28,58,Pune,8539017562,priya.sinha.1064@example.in,507900.0,1.0,2025-01-16
C001065,Diya Nair,1984-03-18,41,Ahmedabad,8696325933,diya.nair.1065@example.in,1441700.0,5.0,2021-04-14
C001066,Shreya Singh,2001-06-27,24,Kochi,9543980976,shreya.singh.1066@example.in,493700.0,4.0,2019-12-17
C001067,Ishaan Joshi,1952-01-23,73,Bengaluru,,ishaan.joshi.1067@example.in,1064500.0,1.0,2020-05-10
C001068,Rahul Chandra,1994-02-07,31, Ahmedabad ,8264299817,rahul.chandra.1068@example.in,610100.0,1.0,2018-05-07
C001069,Kabir Verma,1983-08-11,42,Ahmedabad,6204758869,kabir.verma.1069@example.in,1044000.0,5.0,2020-03-05
C001070,Vikram Rao,1998-06-23,27,Delhi,+91 82394 80962,vikram.rao.1070@example.in,,,2024-01-02
C001071,Zoya Kapoor,1958-07-14,67,Lucknow,7229163583,zoya.kapoor.1071@example.in,966900.0,1.0,2024-03-07
C001072,Vikram Patel,1958-04-20,67,Pune,6218374446,vikram.patel.1072@example.in,242800.0,6.0,2016-11-23
C001073,Pranav Banerjee,1992-10-06,33,Bhopal,6045155524,pranav.banerjee.1073@example.in,2791600.0,6.0,2019-03-07
C001074,Vikram Mehta,1993-01-04,32,Kolkata,9057170507,vikram.mehta.1074@example.in,2499500.0,6.0,2017-02-12
C001075,Aditi Subramanian,2002-08-23,23,PUNE,9000222063,aditi.subramanian.1075@example.in,658900.0,5.0,2025-07-05
C001076,Shreya Joshi,1986-10-30,39,Jaipur,8295811274,shreya.joshi.1076@example.in,512900.0,4.0,2023-07-09
C001077,Diya Agarwal,1974-11-27,51,Hyd,6488335316,diya.agarwal.1077@example.in,754700.0,1.0,2017-04-01
C001078,Aarav Chandra,1973-03-27,52,Kolkata,6881831881,aarav.chandra.1078@example.in,1502000.0,7.0,2021-07-03
C001079,Nisha Reddy,1981-06-26,44,Chennai,7531584926,nisha.reddy.1079@example.in,1062500.0,3.0,2017-07-13
C001080,Sahil B.,1977-10-25,48,Pune,6955640598,sahil.bose.100@example.in,460800.0,1.0,2023-12-04
C001081,Pooja Iyer,1962-12-09,63,Jaipur,6401053307,pooja.iyer.1081@example.in,2909800.0,3.0,2018-01-06
C001082,Krishna Shah,1983-08-05,42,Bhopal,9021797429,krishna.shah.1082@example.in,204600.0,,2015-04-25
C001083,Aarav Das,2005-11-13,20,Delhi,,aarav.das.1083@example.in,504400.0,3.0,2023-04-12
C001084,Ishita Sinha,1958-01-17,67,Bhopal,7168975476,ishita.sinha.1084@example.in,187400.0,3.0,2021-08-22
C001085,Pooja Mehta,1977-06-09,48,Pune,9830971661,,851300.0,1.0,2025-12-24
C001086,Shreya Mishra,1966-05-19,59,Chennai,8640563833,shreya.mishra.1086@example.in,452900.0,6.0,2025-04-02
C001087,Zoya Tiwari,1950-03-29,75,Bhopal,6059224586,zoya.tiwari.1087@example.in,1048700.0,7.0,2019-11-09
C001088,Pranav Bose,1955-11-08,70,Chennai,6396146384,pranav.bose.1088@example.in,751200.0,1.0,2024-09-08
C001089,Rohan Kulkarni,2004-07-30,21,Bhopal,9464131189,rohan.kulkarni.1089@example.in,756000.0,6.0,2024-09-29
C001090,Pranav Kapoor,2005-09-11,20,Chennai,7733499395,pranav.kapoor.1090@example.in,816900.0,6.0,2016-07-03
C001091,Saanvi Gupta,1950-01-20,75,Chenai,8251620060,saanvi.gupta.1091@example.in,427000.0,4.0,2018-12-06
C001092,  mira   das  ,2005-08-30,20,Chennai,6966767154,mira.das.1092@example.in,,5.0,2021-04-18
C001093,Rohan Sharma,1952-11-06,73,Mumbai,8078376108,rohan.sharma.1093@example.in,1224100.0,6.0,2022-01-29
C001094,Shreya Chandra,1997-11-25,28,Bhopal,7165420066,shreya.chandra.1094@example.in,258100.0,5.0,2019-10-22
C001095,Aditi Tiwari,1986-02-19,39,Pune,7424484154,aditi.tiwari.1095@example.in,1127700.0,4.0,2019-11-17
C001096,Vikram Mishra,1979-04-08,46,Delhi,8703550551,vikram.mishra.1096@example.in,,1.0,2024-05-20
C001097,Tanvi Roy,1987-04-05,38,Chennai,6759841642,tanvi.roy.1097@example.in,2593500.0,5.0,2022-03-27
C001098,Shreya Shah,1954-07-28,71,Chennai,9910136327,shreya.shah.1098@example.in,441900.0,2.0,2019-07-03
C001099,Mira Nair,1989-08-08,36,Ahmedabad,,mira.nair.1099@example.in,2082500.0,2.0,2019-10-31
C001100,Kabir Khan,2004-03-30,21,PUNE,9853540018,,803100.0,6.0,2023-01-25
C001101,Arjun Banerjee,1964-08-10,61,Kolkata,91-713-328-2742,arjun.banerjee.1101@example.in,363300.0,7.0,2024-03-12
C001102,Aditya Joshi,1979-09-28,46,Pune,7411097395,aditya.joshi.1102@example.in,,7.0,2024-06-25
C001103,Shreya Mukherjee,1966-12-30,59,Lucknow,8449732388,shreya.mukherjee.1103@example.in,2419300.0,4.0,2022-03-24
C001104,Akshay Shah,1992-12-09,33,Kochi,9291031548,akshay.shah.1104@example.in,699000.0,2.0,2022-02-20
C001105,Priya Sharma,1986-02-10,39,Delhi,6529029244,priya.sharma.1105@example.in,277300.0,5.0,2019-09-19
C001106,Arjun Jain,1989-11-18,36, Delhi ,6172071524,arjun.jain.1106@example.in,700700.0,1.0,2018-08-02
C001107,Varun Mishra,1971-03-06,54,Delhi,9417382015,varun.mishra.1107@example.in,1210800.0,3.0,2019-07-16
C001108,Aarav Banerjee,1969-01-27,56,Ahmedabad,7338071659,aarav.banerjee.1108@example.in,721900.0,3.0,2023-10-16
C001109,Aditya Roy,1996-11-04,29,Mumbai,6885328276,aditya.roy.1109@example.in,924500.0,2.0,2016-10-02
C001110,Sneha Jain,1966-05-18,59,Calcutta,6692747360,sneha.jain.1110@example.in,329100.0,2.0,2023-07-04
C001111,Zoya Singh,1973-11-02,52,Hyderabad,7255700168,zoya.singh.1111@example.in,1520700.0,7.0,2025-01-04
C001112,Kabir Kulkarni,2004-09-17,21,Jaipur,91-823-425-0703,kabir.kulkarni.1112@example.in,1425300.0,1.0,2022-06-29
C001113,Ishita Reddy,2005-02-20,20,Pune,8059956064,ishita.reddy.1113@example.in,1528100.0,2.0,2025-02-02
C001114,Nikhil Sen,1987-02-18,38,Mumbai,7796070473,nikhil.sen.1114@example.in,225000.0,3.0,2017-08-24
C001115,Kavya Sharma,2004-01-18,21,Pune,7192853942,kavya.sharma.1115@example.in,1266800.0,6.0,2017-02-02
C001116,Rahul Das,1969-04-19,56,JAIPUR,91-766-974-9800,rahul.das.1116@example.in,602600.0,3.0,2021-10-06
C001117,Aditi Chandra,2000-08-29,25,Bengaluru,6699612133,aditi.chandra.1117@example.in,238200.0,5.0,2025-02-10
C001118,Sneha Mishra,2002-12-04,23,Bhopal,,sneha.mishra.1118@example.in,1218300.0,4.0,2022-06-06
C001119,Ishaan Tiwari,1998-02-27,27,Bengaluru,91-935-960-7549,ishaan.tiwari.1119@example.in,1578900.0,2.0,2021-07-14
C001120,Mira Iyer,1964-09-07,61,Jaipur,8960953726,mira.iyer.1120@example.in,735600.0,1.0,2019-07-17
C001121,Nikhil Desai,1960-08-22,65,Chennai,9587692767,nikhil.desai.1121@example.in,571000.0,3.0,2020-08-07
C001122,Sneha Joshi,1982-07-11,43,Bengaluru,6926878113,sneha.joshi.1122@example.in,864800.0,1.0,2023-10-19
C001123,Nisha Sen,1961-05-28,64,Bengaluru,,nisha.sen.1123@example.in,295000.0,5.0,2018-01-08
C001124,Mira Agarwal,1966-03-09,59,Ahmedabad, 75041-90211 ,mira.agarwal.1124@example.in,447600.0,4.0,2020-10-16
C001125,Ananya Desai,1979-11-24,46,Lucknow,6180467484,ananya.desai.1125@example.in,1081500.0,4.0,2023-07-17
C001126,Nisha Desai,1983-07-18,42,Chennai, 67338-45376 ,nisha.desai.1126@example.in,,4.0,2017-05-31
C001127,Tanvi Nair,1968-10-26,57,Lakhnau,8466168696,tanvi.nair.1127@example.in,1083400.0,4.0,2023-10-14
C001128,Diya Desai,1966-09-29,59,Kochi,9313105814,diya.desai.1128@example.in,475700.0,7.0,2021-06-25
C001129,Saanvi Nair,1965-04-25,60,Kolkata ,91-651-627-6380,saanvi.nair.1129@example.in,570700.0,5.0,2016-09-14
C001130,Pooja Nair,1980-02-28,45,Bhopal,9107695094,pooja.nair.1130@example.in,1273500.0,4.0,2024-06-08
C001131,Zoya Reddy,1980-04-27,45,Kolkata,,zoya.reddy.1131@example.in,501200.0,1.0,2025-07-05
C001132,Vikram Agarwal,1986-07-29,39,Chennai,9276414614,vikram.agarwal.1132@example.in,592200.0,1.0,2022-01-01
C001133,Ishaan Verma,1989-08-17,36,Hyderabad,9943960661,ishaan.verma.1133@example.in,1610600.0,2.0,2019-04-22
C001134,Rohan Verma,1990-07-02,35,Delhi,+91 77420 56118,rohan.verma.1134@example.in,676500.0,5.0,2022-11-21
C001135,Arjun Das,1979-01-13,46,Ahmedabad,8506831580,arjun.das.1135@example.in,1053300.0,,2022-01-05
C001136,Zoya Verma,1985-12-13,40, Pune ,9395202593,zoya.verma.1136@example.in,,1.0,2017-01-14
C001137,Akshay Singh,1980-07-18,45, Pune ,7805552092,akshay.singh.1137@example.in,487200.0,7.0,2022-11-03
C001138,Meera Mukherjee,1958-11-03,67,Chennai,7537176801,meera.mukherjee.1138@example.in,1765400.0,,2020-06-07
C001139,Aditya Shah,1971-06-05,54,Delhi,7419713158,aditya.shah.1139@example.in,368700.0,1.0,2017-09-08
C001140,Kavya Kapoor,1967-10-11,58,Pune,7879120546,kavya.kapoor.1140@example.in,,7.0,2025-12-18
C001141,Pooja Mehta,2004-06-06,21,Chennai,6352069650,pooja.mehta.1141@example.in,1388100.0,7.0,2015-12-04
C001142,Pranav Verma,1980-01-02,45,Delhi,6613401783,pranav.verma.1142@example.in,426400.0,5.0,2024-11-24
C001143,Varun Roy,1996-12-24,29,Lucknow,91-683-662-8586,varun.roy.1143@example.in,1092700.0,7.0,2018-05-17
C001144,Shreya Banerjee,1993-04-13,32,Pune, 74404-15858 ,shreya.banerjee.1144@example.in,1048700.0,4.0,2017-01-08
C001145,Pooja Desai,1994-09-17,31,Jaipur,8283751871,pooja.desai.1145@example.in,763700.0,5.0,2016-08-26
C001146,Pranav Agarwal,1955-05-12,70,HYDERABAD,7546152932,pranav.agarwal.1146@example.in,737900.0,2.0,2019-05-29
C001147,Sahil Kapoor,1965-09-01,60,Pune,,sahil.kapoor.1147@example.in,124800.0,6.0,2019-07-24
C001148,Saanvi Chandra,1990-11-10,35,Delhi, 63572-18408 ,saanvi.chandra.1148@example.in,2364000.0,5.0,2024-07-08
C001149,Krishna Reddy,1990-04-19,35,Bengaluru,8917029944,krishna.reddy.1149@example.in,1751900.0,1.0,2016-02-16
C001150,Nisha Joshi,1988-08-28,37,Kochi,8056995827,nisha.joshi.1150@example.in,1613000.0,5.0,2015-04-23
C001151,Aditi Mukherjee,1966-09-14,59,Kolkata,9273316290,aditi.mukherjee.1151@example.in,541900.0,7.0,2022-02-08
C001152,Priya Menon,1957-11-29,68,Chennai,6888184526,priya.menon.1152@example.in,542100.0,7.0,2020-03-15
C001153,Rohan Sen,1965-11-11,60,Kochi,6166121884,rohan.sen.1153@example.in,,5.0,2015-09-07
C001154,Anika Mehta,1995-06-22,30,Bengaluru,6887477910,anika.mehta.1154@example.in,,3.0,2020-04-22
C001155,Arjun Kapoor,1966-06-08,59,Jaipur,6313957495,,228500.0,4.0,2020-02-29
C001156,Kavya Mukherjee,1967-12-28,58,Delhi,6591923064,kavya.mukherjee.1156@example.in,1014600.0,3.0,2020-02-25
C001157,Aditya Joshi,1980-02-09,45,AHMEDABAD,91-787-420-1305,aditya.joshi.1157@example.in,1215600.0,7.0,2017-12-25
C001158,Saanvi Shah,1966-07-15,59,Dilli,9703047454,saanvi.shah.1158@example.in,1488000.0,1.0,2017-04-30
C001159,Meera Joshi,1981-06-07,44,Kochi,+91 63952 53773,meera.joshi.1159@example.in,505900.0,2.0,2017-08-20
C001160,Diya Jain,1991-02-21,34,Jaipur,6162271429,diya.jain.1160@example.in,265200.0,5.0,2022-11-22
C001161,Arjun Rao,1950-04-29,75,Lucknow,+91 64769 29155,arjun.rao.1161@example.in,1834600.0,2.0,2024-10-18
C001162,Saanvi Agarwal,1962-01-25,63,Pune,6384968920,saanvi.agarwal.1162@example.in,186900.0,6.0,2025-03-25
C001163,Pooja Mehta,1980-04-04,45,Mumbai,7598409045,pooja.mehta.1163@example.in,577500.0,5.0,2020-12-03
C001164,Ishita Patel,1988-10-14,37,Lucknow,7403848111,ishita.patel.1164@example.in,,7.0,2020-12-09
C001165,Krishna Patel,1958-09-13,67,Delhi, 87373-98911 ,krishna.patel.1165@example.in,522400.0,4.0,2021-10-24
C001166,Zoya Singh,1978-09-25,47,Kolkata,9560625926,zoya.singh.1166@example.in,814200.0,4.0,2019-06-14
C001167,Nikhil Kulkarni,1960-03-19,65,Jaipur,6774042888,nikhil.kulkarni.1167@example.in,611500.0,6.0,2019-02-26
C001168,Pooja Das,1986-03-13,39,Hyderabad,(985) 456-8617,,538600.0,,2018-08-23
C001169,Rohan Gupta,1993-02-19,32,Hyderabad,6777068397,rohan.gupta.1169@example.in,322800.0,4.0,2021-01-20
C001170,Kavya Bose,1998-11-19,27,Jaipur,7655558724,kavya.bose.1170@example.in,3952800.0,6.0,2015-07-25
C001171,Rohan Sharma,1981-01-29,44, Mumbai ,9559377105,rohan.sharma.1171@example.in,1705700.0,,2016-11-05
C001172,Mira Kulkarni,1978-02-27,47,Jaipur,9914576327,mira.kulkarni.1172@example.in,2575800.0,6.0,2023-10-27
C001173,Rhea Iyer,1990-10-04,35,Mumbai,6079660346,rhea.iyer.1173@example.in,515400.0,7.0,2019-07-20
C001174,Aditi Reddy,1972-09-23,53,Kolkata,6321848256,aditi.reddy.1174@example.in,779900.0,5.0,2025-10-19
C001175,Diya Desai,1985-08-09,40,Hyderabad,9521187637,,1110800.0,1.0,2018-12-08
C001176,Krishna Mukherjee,1993-12-23,32, Lucknow ,6587895244,krishna.mukherjee.1176@example.in,905600.0,1.0,2021-05-10
C001177,Kavya Gupta,1951-03-20,74, Pune ,6031984141,kavya.gupta.1177@example.in,561100.0,5.0,2016-07-15
C001178,Rohan K.,1994-03-01,31,Pune,6441560382,rohan.kulkarni.1178@example.in,240400.0,7.0,2015-06-04
C001179,Pranav Kulkarni,1956-04-03,69,Lucknow,6440133625,pranav.kulkarni.1179@example.in,895600.0,7.0,2018-06-30
C001180,Zoya Patl,1977-03-24,48,Hyderabad,9853200478,zoya.patel.1180@example.in,945200.0,4.0,2015-11-18
C001181,Priya Das,1958-12-16,67,Mumbai,7466245380,priya.das.1181@example.in,692300.0,2.0,2025-09-04
C001182,Akshay Sharma,1965-12-16,60,Bhopal,8128713935,akshay.sharma.1182@example.in,934700.0,2.0,2019-05-11
C001183,Aarav Banerjee,1959-05-22,66,BHOPAL,7439649071,aarav.banerjee.1183@example.in,639900.0,7.0,2020-02-19
C001184,Rohan Chandra,1975-04-09,50,Kochi,8105432640,rohan.chandra.1184@example.in,212200.0,6.0,2024-10-12
C001185,Pooja Singh,1964-08-29,61,KOLKATA,(951) 688-8135,pooja.singh.1185@example.in,709100.0,1.0,2024-09-30
C001186,Varun Banerjee,1965-01-16,60,Kochi,(950) 113-7727, varun.banerjee.1186@example.in ,507900.0,5.0,2024-02-05
C001187,Diya Agarwal,1998-10-21,27,Kochi, 89775-84258 ,diya.agarwal.1187@example.in,197300.0,7.0,2019-06-07
C001188,Arjun Das,1979-06-26,46,Kolkata,9752760710,arjun.das.1188@example.in,658300.0,1.0,2022-04-16
C001189,Vikram Reddy,1961-01-09,64,Lucknow,91-652-402-1654,vikram.reddy.1189@example.in,883500.0,7.0,2018-01-01
C001190,Tanvi Chandra,1973-05-10,52,Hyderabad,9951821181,TANVI.CHANDRA.1190@EXAMPLE.IN,625600.0,2.0,2018-08-19
C001191,Zoya Menon,1981-02-04,44,Delhi,8079302175,zoya.menon.1191@example.in,,2.0,2024-05-14
C001192,Priya Sharma,1968-06-07,57,Ahmedabad,7883034771,priya.sharma.1192@example.in,442400.0,5.0,2022-06-17
C001193,Kabir Nair,1983-08-05,42,Pune,7324936343,kabir.nair.1193@example.in,297100.0,7.0,2022-12-27
C001194,Pranav Singh,1955-01-31,70,Delhi,9849950670,pranav.singh.1194@example.in,1104500.0,7.0,2021-03-05
C001195,Aditya Subramanian,1977-04-10,48,Kochi,9066079614,aditya.subramanian.1195@example.in,576500.0,4.0,2025-03-18
C001196,Aditya Mishra,1982-03-17,43,Mumbay,9901335957,aditya.mishra.1196@example.in,911700.0,3.0,2016-01-29
C001197,Shreya Roy,1963-03-29,62,Hyderabad,91-970-157-6618,shreya.roy.1197@example.in,336200.0,6.0,2019-06-26
C001198,Sneha Sinha,2001-08-13,24,Kochi,6194502238,sneha.sinha.1198@example.in,403900.0,6.0,2024-03-01
C001199,Sahil Singh,1955-02-12,70,DELHI,9742330126,sahil.singh.1199@example.in,2271300.0,7.0,2024-10-19
C001200,Sahil Subramanian,1955-07-04,70,Bengaluru,(612) 226-5616,sahil.subramanian.1200@example.in,738000.0,2.0,2025-07-23
C001201,Aditya Chandra,1980-06-19,45,Bengaluru,6844986755,aditya.chandra.1201@example.in,391500.0,1.0,2015-07-28
C001202,Sanjay Reddy,1970-05-16,55,Kolkata,7949776569,sanjay.reddy.1202@example.in,846700.0,7.0,2016-12-03
C001203,Akshay Menon,1987-12-26,38,Ahmedabad,6900943963,akshay.menon.1203@example.in,1333000.0,5.0,2022-11-24
C001204,Aarav Roy,1987-03-17,38,Jaipur,9575851689,aarav.roy.1204@example.in,2043900.0,7.0,2022-11-30
C001205,Saanvi Mukherjee,1967-05-21,58,Ahmedabad,91-743-172-5651,saanvi.mukherjee.1205@example.in,,2.0,2025-12-16
C001206,Tanvi Mukherjee,1970-10-27,55,Chennai,8812724017,tanvi.mukherjee.1206@example.in,345600.0,4.0,2024-08-23
C001207,Aditya Sharma,1962-04-25,63,Delhi,7660595932,aditya.sharma.1207@example.in,1011100.0,6.0,2020-07-13
C001208,Zoya Rao,1956-12-23,69,Lakhnau,8666771591,zoya.rao.1208@example.in,1051800.0,7.0,2022-11-18
C001209,Mira Rao,1998-03-01,27,Jaipur,7649656132,mira.rao.1209@example.in,,6.0,2020-12-23
C001210,Vikram Sinha,1994-01-28,31,Pune,7860636119,vikram.sinha.1210@example.in,907300.0,,2017-05-01
C001211,Ananya Subramanian,1980-08-11,45,Hyderabad, 70921-98561 ,ananya.subramanian.1211@example.in,1074700.0,1.0,2016-05-23
C001212,Anika Tiwari,1956-05-27,69,Kochi, 97051-78181 ,anika.tiwari.1212@example.in,850100.0,1.0,2017-11-08
C001213,Zoya Agarwal,1955-04-26,70,Lucknow,9176020199,zoya.agarwal.1213@example.in,379000.0,5.0,2019-11-11
C001214,Meera Nair,1978-02-21,47,Kochi,6299338983,meera.nair.1214@example.in,704300.0,7.0,2025-05-09
C001215,Pranav Shah,1985-05-05,40,Hyderabad,8862867479,,512100.0,1.0,2021-06-24
C001216,Akshay Agarwal,1952-12-26,73,Delhi,7215306860,akshay.agarwal.1216@example.in,1172200.0,4.0,2016-10-03
C001217,Ishita Iyer,1973-03-03,52,Chennai,8295611334,ishita.iyer.1217@example.in,1266500.0,5.0,2015-06-22
C001218,Zoya Sharma,1956-11-06,69,Lucknow,91-641-893-2063,zoya.sharma.1218@example.in,175600.0,5.0,2019-03-09
C001219,Rohan Tiwari,1973-11-30,52,Pune,6603018162,rohan.tiwari.1219@example.in,2271000.0,5.0,2016-06-29
C001220,Aditya Reddy,1952-08-16,73,Hyderabad,9883956489,aditya.reddy.1220@example.in,500600.0,,2019-02-16
C001221,Rohan Jain,1973-09-06,52,Kochi,6353172690,rohanjain1221@example.in,3348100.0,4.0,2017-02-15
C001222,Varun Mishra,2005-07-09,20,Kolkata,7164953440,,751000.0,,2015-11-20
C001223,Arjun Chandra,1950-09-04,75,Kochi,7577362057,arjun.chandra.1223@example.in,435300.0,7.0,2016-10-03
C001224,Sanjay Agarwal,1998-11-22,27,Kochi,,sanjay.agarwal.1224@example.in,1191700.0,5.0,2019-03-20
C001225,Rahul Roy,1955-03-10,70,Mumbai,6318636513,rahul.roy.1225@example.in,2277200.0,5.0,2022-04-27
C001226,Shreya Gupta,1968-11-22,57,Calcutta,+91 76877 07803,shreya.gupta.1226@example.in,458300.0,3.0,2015-11-01
C001227,Shreya Jain,1988-03-29,37,Ahmedabad,7735921619,shreya.jain.1227@example.in,1838900.0,6.0,2021-04-13
C001228,Sahil Mukherjee,1966-02-26,59,Jaipur,6584457634,sahil.mukherjee.1228@example.in,300000.0,3.0,2015-11-14
C001229,Varun Roy,1990-07-18,35,Bhopal,6102631087,varun.roy.1229@example.in,394900.0,3.0,2021-04-05
C001230,Rahul Jain,1954-04-13,71,Lucknow,9198617456,rahul.jain.1230@example.in,1303700.0,5.0,2019-10-23
C001231,Nisha Khan,1998-08-11,27,Delhi,7918513304,nisha.khan.1231@example.in,1167600.0,3.0,2018-10-25
C001232,Meera Patel,1954-11-12,71,Jaipur,8398317495,meera.patel.1232@example.in,468400.0,5.0,2025-03-05
C001233,Aditya Shah,1959-03-24,66,Bhopal,8254849802,aditya.shah.1233@example.in,578700.0,1.0,2018-05-17
C001234,Anika Mehta,1953-08-24,72,Lucknow,6110389690,anika.mehta.1234@example.in,387700.0,7.0,2016-04-21
C001235,Krishna Subramanian,1997-10-24,28,Bhopal,6700860883,krishna.subramanian.1235@example.in,620900.0,1.0,2017-01-17
C001236,Aarav Rao,1990-07-07,35,Bhopal,9613680758,aarav.rao.1236@example.in,,1.0,2021-03-26
C001237,Sahil Kulkarni,1957-08-11,68,PUNE,7049641884,sahil.kulkarni.1237@example.in,791000.0,1.0,2015-09-10
C001238,Aarav Chandra,1980-01-22,45,Jaipur,8337491313,aarav.chandra.1238@example.in,1533100.0,2.0,2022-12-31
C001239,Aarav Singh,1976-11-07,49,Ahmedabad,7478765018,aarav.singh.1239@example.in,548900.0,5.0,2024-09-25
C001240,Krishna Shah,1979-10-18,46,Lucknow,,krishna.shah.1240@example.in,574000.0,4.0,2022-02-11
C001241,Rohan Agarwal,2001-10-03,24,Ahmedabad,8196720688,,262300.0,6.0,2021-12-25
C001242,Pooja Tiwari,1954-09-04,71,Hyderabad,8973889309,pooja.tiwari.1242@example.in,2851400.0,5.0,2019-04-24
C001243,Kabir Sinha,1981-06-27,44,Kolkata,9341095601,kabir.sinha.1243@example.in,1930800.0,2.0,2020-08-14
C001244,Meera Subramanian,1972-05-18,53,Bengaluru, 91996-87371 ,meera.subramanian.1244@example.in,533100.0,3.0,2019-07-22
C001245,Tanvi Desai,2005-05-23,20,CHENNAI,91-802-654-4651,tanvi.desai.1245@example.in,,6.0,2019-08-18
C001246,Anika Joshi,1968-12-09,57,Delhi,9444394863,anika.joshi.1246@example.in,774600.0,4.0,2023-02-21
C001247,Rahul Verma,1955-06-02,70,Ahmedabad,6691105453,rahul.verma.1247@example.in,393600.0,2.0,2016-04-07
C001248,Rohan Shah,1986-02-25,39,Hyderabad,6062772879,rohan.shah.1248@example.in,182900.0,6.0,2018-12-11
C001249,Mira Khan,1964-10-18,61,Pune,9661050046,mira.khan.1249@example.in,1549500.0,4.0,2019-09-27
C001250,Kabir Sharma,1991-04-03,34,Kolkata,6929265313,kabir.sharma.1250@example.in,,1.0,2016-04-09
C001251,Ishita Sinha,1995-01-19,30,Lucknow,8986354334,ishita.sinha.1251@example.in,1531400.0,5.0,2024-12-11
C001252,Diya Subramanian,1982-10-27,43,Lucknow,7377821812,diya.subramanian.1252@example.in,652000.0,7.0,2017-05-16
C001253,Akshay Tiwari,1950-05-20,75,Delhi,8134783738,,520900.0,1.0,2016-01-28
C001254,Nikhil Jshi,1996-02-26,29,Kolkata,9021504375,nikhil.joshi.1254@example.in,987800.0,3.0,2021-12-19
C001255,Kabr Banerjee,1952-10-17,73,Hyderabad,,kabirbanerjee1255@example.in,590400.0,1.0,2020-02-20
C001256,Arjun Verma,1974-10-07,51,Chenai,6381277736,arjun.verma.1256@example.in,586500.0,1.0,2021-04-27
C001257,Nikhil Reddy,1951-04-14,74,Bombay,6597513514,nikhil.reddy.1257@example.in,510100.0,3.0,2019-09-15
C001258,Ishita Mehta,1993-08-21,32,Bengaluru,9357928267,,481500.0,5.0,2023-11-09
C001259,Rahul Menon,1977-12-27,48,Ahmedabad,6501742677,rahul.menon.1259@example.in,1765100.0,2.0,2025-06-20
C001260,Aditya Sen,1978-08-08,47,Kolkata ,7879311479,aditya.sen.1260@example.in,2091500.0,5.0,2017-09-18
C001261,Rhea Rao,1958-11-30,67,Bengaluru,91-934-363-1497,rhea.rao.1261@example.in,2217600.0,7.0,2023-03-04
C001262,Aarav Agarwal,1962-10-10,63,Kolkata,8351787346,aarav.agarwal.1262@example.in,1008100.0,4.0,2025-10-01
C001263,Sanjay Chandra,1953-05-26,72,Lucknow,+91 69538 25668,sanjay.chandra.1263@example.in,1553000.0,4.0,2015-11-12
C001264,Priya Patel,1977-09-10,48,Kochi,7115212658,priya.patel.1264@example.in,811600.0,7.0,2017-08-24
C001265,Zoya Sinha,1970-05-14,55,Jaipur,7994649490,zoya.sinha.1265@example.in,343100.0,5.0,2024-10-30
C001266,Ishita Patel,2002-04-20,23,Chennai,6655068594,ishita.patel.1266@example.in,616800.0,1.0,2020-07-24
C001267,Vikram Singh,1980-12-20,45,Bhopal,7098166052,VIKRAM.SINGH.1267@EXAMPLE.IN,299400.0,3.0,2021-02-12
C001268,Akshay Sinha,1986-09-03,39,Calcutta,8877179399,not-an-email,1189500.0,1.0,2021-09-06
C001269,Pranav Bose,1971-05-24,54,Ahmedabad,6678719128,pranav.bose.1269@example.in,822300.0,4.0,2015-01-10
C001270,Mira Sen,1973-08-05,52,Kolkata,6655465707,mira.sen.1270@example.in,618100.0,,2020-11-25
C001271,Arjun Tiwari,1970-07-01,55,Pune,(823) 586-6123,arjun.tiwari.1271@example.in,1146600.0,2.0,2024-05-08
C001272,M. Iyer,1979-01-07,46,Jaipur,6577581330,meera.iyer.1272@example.in,3532800.0,1.0,2021-07-18
C001273,Priya Gupta,1955-04-16,70,Jaipur,6531644082,priya.gupta.1273@example.in,1215100.0,2.0,2021-02-21
